id_produto,id_acao,nome_produto,id_ator_responsavel,id_detalhamento
6.2.1.2,6.2.1,Difusão dos resultados junto aos órgãos estaduais e municipais de fiscalização,A011,D018
6.2.2.1,6.2.2,Realização de diagnóstico do sistema estadual de registro de autuações,A011,D016
6.2.2.2,6.2.2,"Definição de novos parâmetros técnicos e operacionais para registro e acompanhamento das autuações para acompanhamento de todo o processo das autuações, desde a autuação até o recurso/pagamento",A011,D016
6.2.2.3,6.2.2,Implementação de melhorias no sistema de registro e acompanhamento,A011,D016
6.2.2.4,6.2.2,Realização de capacitação dos usuários do sistema,A011,D018
6.2.3.1,6.2.3,"Elaboração de planejamento integrado das operações de fiscalização, com definição dos comportamentos risco e tipos de fiscalização a serem usados, alocação de recursos e cronograma de patrulhamento focado em público, locais e horários de alto risco",A011,D016
6.2.3.2,6.2.3,"Realização de operações integradas de fiscalização, empregando táticas e procedimentos adequados para cada comportamento de risco com foco na dissuasão",A011,D016
6.2.4.1,6.2.4,Elaboração de guia técnico para gestão e uso dos equipamentos de fiscalização,A011,D016
6.2.4.2,6.2.4,Definição de requisitos técnicos e operacionais para avaliação dos equipamentos,A011,D016
6.2.4.3,6.2.4,"Realização de capacitação da gestão, uso e manutenção de equipamentos",A011,D018
6.2.5.1,6.2.5,"Realização de estudo técnico e estatístico para identificação de locais prioritários de fiscalização eletrônica, priorizando dados do Infosiga",A011,D018
6.2.5.2,6.2.5,Definição de critérios e parâmetros para instalação de equipamentos de controle de velocidade,A008,D005
6.2.5.3,6.2.5,Acompanhamento da implantação de equipamentos de fiscalização eletrônica em locais prioritários,A008,D005
6.2.6.1,6.2.6,Elaboração de plano de ação estadual para prevenção e combate a infratores contumazes,A011,D016
6.2.6.2,6.2.6,Implantação de mecanismos tecnológicos e integração de bases de dados para detecção de veículos de infratores contumazes,A011,D016
6.2.7.1,6.2.7,"Diagnóstico sobre fiscalização de limites de velocidade, critérios de concessão, padrões de equipamentos e procedimentos de fiscalização junto aos órgãos competentes e concessionárias",A032,D024
6.2.7.2,6.2.7,Elaboração de termo técnico com boas práticas de fiscalização de limites de velocidade,A032,D024
6.2.7.3,6.2.7,Elaboração de proposta de atualização dos critérios de concessão de rodovias à iniciativa privada,A032,D024
6.3.1.1,6.3.1,Elaboração de catálogo de boas práticas e soluções tecnológicas em fiscalização de trânsito,A011,D016
6.3.1.2,6.3.1,Realização de encontros e oficinas técnicas para disseminação de boas práticas,A011,D016
6.3.2.1,6.3.2,Formalização de parcerias e outros instrumentos legais para pesquisa e desenvolvimento em tecnologias de fiscalização,A011,D018
6.3.2.2,6.3.2,Elaboração de plano de trabalho para execução dos projetos de P&D,A011,D018
6.3.3.1,6.3.3,Elaboração de termo de parceria e outros instrumentos legais para adesão de municípios ao sistema digital de processamento de infrações de trânsito,A011,D016
6.3.3.2,6.3.3,Avaliação da estrutura técnica das cidades interessadas e adequação de sistemas para integração,A011,D016
6.3.3.3,6.3.3,Implementação dos sistemas digitais de lavratura e processamento de autos de infração,A011,D016
7.1.1.1,7.1.1,"Elaboração de manual de procedimentos de fiscalização de veículos de grande porte, com foco nos sistemas de segurança",A011,D016
7.1.1.2,7.1.1,Capacitação do manual de procedimentos de fiscalização de veículos de grande porte para equipes de fiscalização,A011,D018
7.1.1.3,7.1.1,Edição de portaria administrativa contendo critérios de manutenção e cronogramas anuais de vistoria técnica,A008,D005
7.1.1.4,7.1.1,Fiscalização sistemática do cumprimento dos cronogramas de manutenção,A011,D016
7.1.1.5,7.1.1,Estabelecimento de parcerias para ações educativas sobre manutenção preventiva e responsabilidade no trânsito,A011,D018
7.1.2.1,7.1.2,"Elaboração de procedimento estadual padrão de vistoria para veículos de transporte de carga e passageiros, com periodicidade e critérios técnicos definidos para diferentes tipos de veículos",A008,D005
7.1.2.2,7.1.2,Edição de portaria com parâmetros mínimos de segurança para inspeções,A008,D005
7.1.2.3,7.1.2,"Elaboração de diagnóstico sobre a cobertura regional das ITLs no Estado, relatório de expansão e resultados das ITLs",A011,D020
7.1.2.4,7.1.2,Realização de vistorias periódicas em frotas de transporte escolar e por aplicativos,A011,D020
7.1.3.1,7.1.3,Elaboração de estudo para avaliação de viabilidade jurídica para integração de bases de dados entre Detrans e montadoras,A011,D020
7.1.3.2,7.1.3,Edição de normativa para compartilhamento de informações sobre campanhas de recall,A011,D020
7.1.3.3,7.1.3,Criação de sistema de integração de dados entre Detrans e montadoras,A011,D019
7.1.4.1,7.1.4,Elaboração de estudo piloto sobre a frota circulante envolvida em sinistros de trânsito na Cidade de São Paulo para embasar políticas de renovação de frota,A011,D020
7.1.4.2,7.1.4,Elaboração de estudo sobre mecanismos de incentivo voltados à renovação de frota para segmentos críticos,A011,D020
7.1.5.1,7.1.5,"Edição de norma estadual sobre cláusulas obrigatórias de manutenção preventiva em contratos públicos e concessionados, incluindo tecnologias mínimas de segurança em frotas públicas e concessionadas",A034,D031
7.1.5.2,7.1.5,Publicação de guia técnico sobre manutenção certificada em frotas públicas,A011,D020
7.1.6.1,7.1.6,Sugestão de legislação estadual com critérios técnicos e procedimentos de inspeção para reinserção de veículos leiloados,A008,D005
7.1.6.2,7.1.6,Integração de informações entre boletins de ocorrência e histórico do veículo no Detran-SP,A011,D014
7.1.6.3,7.1.6,Criação de banco de dados estadual de veículos recondicionados e reinspecionados,A011,D019
7.1.7.1,7.1.7,Elaboração de estudo técnico sobre viabilidade da rastreabilidade e certificação de peças automotivas,A011,D020
7.1.7.2,7.1.7,"Elaboração de proposta conjunta de regulamentação estadual sobre rastreabilidade de peças, com participação da Polícia Civil e órgãos de controle, Ministério Público, Órgãos de Defesa do Consumidor",A011,D020
7.2.1.1,7.2.1,Elaboração de procedimento administrativo estadual para envio de sugestões,A008,D005
7.2.1.2,7.2.1,Criação de canal de interlocução permanente com órgãos federais e montadoras,A008,D005
7.2.2.1,7.2.2,Elaboração de proposta técnica de selo de certificação de segurança veicular,A008,D005
7.2.2.2,7.2.2,Elaboração de minuta de documento digital com histórico do veículo e critérios de atualização,A008,D005
7.2.3.1,7.2.3,Elaboração de proposta técnica e jurídica para obrigatoriedade de registradores de dados em veículos,A011,D020
7.3.1.1,7.3.1,Elaboração de proposta de modelo de governança participativa para segurança veicular,A008,D005
7.3.1.2,7.3.1,Publicação de ato instituindo o fórum estadual de segurança veicular,A008,D007
7.3.1.3,7.3.1,Realização de reuniões e encontros técnicos periódicos com participação de representantes públicos e privados,A008,D005
7.3.2.1,7.3.2,Elaboração de calendário anual de capacitações e intercâmbios sobre inspeção e tecnologias veiculares,A011,D018
7.3.2.2,7.3.2,Realização de oficinas e capacitações conjuntas entre órgãos públicos e setor automotivo,A011,D018
7.3.2.3,7.3.2,Elaboração de materiais técnicos e guias de boas práticas,A011,D018
7.3.3.1,7.3.3,"Elaboração de proposta de atualização regulatória e aprimoramento de critérios de segurança veicular, juntamente com pareceres e análises sobre a regulação a ser atualizada",A011,D020
7.3.3.2,7.3.3,Divulgação dos pareceres e recomendações em ambiente digital acessível,A011,D015
8.1.1.1,8.1.1,Mapeamento e diagnóstico dos fluxos de atendimento e acionamento entre os diferentes serviços de emergência,A036,D034
8.1.1.2,8.1.1,Definição do modelo de governança e das responsabilidades de cada órgão sistema estadual de resposta a emergências,A036,D032
8.1.1.3,8.1.1,"Elaboração de protocolo unificado de triagem e acionamento, com critérios padronizados para priorização e despacho de recursos",A036,D032
8.1.2.1,8.1.2,Mapeamento e diagnóstico da cobertura atual dos serviços de emergência e identificação das áreas com maior demanda por atendimentos,A036,D032
8.1.2.2,8.1.2,"Proposição de modelo de planejamento territorial da resposta a emergências, considerando tempos de deslocamento e tempo de resposta ideal, densidade populacional e perfil dos sinistros",A036,D032
8.1.2.3,8.1.2,Elaboração do diagnóstico da necessidade de expansão da frota de suporte avançado e veículos rápidos de intervenção (VIRs) juntamente com diagnostico regional de ampliação das equipes multiprofissionais de atendimento pré-hospitalar,A033,D029
8.1.2.4,8.1.2,"Integração dos dados operacionais de atendimento de emergência ao sistema SIRESP, Grupo de Resgate - GRAU, e-SUS e Infosiga, ampliando a capacidade analítica e de monitoramento do sistema",A033,D029
8.1.3.1,8.1.3,Realização de inventário dos protocolos existentes de atendimento pré-hospitalar,A033,D029
8.1.3.2,8.1.3,Compatibilização dos protocolos de atendimento pré-hospitalar e hospitalar,A033,D029
8.1.3.3,8.1.3,Compatibilização de protocolos conjuntos de atendimento,A033,D027
8.1.3.4,8.1.3,Atualização dos planos regionais da Rede de Urgência e Emergência (RUE),A033,D030
8.1.3.5,8.1.3,"Capacitação continuada das equipes de atendimento, assegurando aplicação uniforme dos protocolos",A033,D029
8.1.3.6,8.1.3,Realização de simulados integrados de atendimento pré-hospitalar e hospitalar a vítimas de sinistros de trânsito,A033,D029
8.1.4.1,8.1.4,Definição de responsabilidades e fluxos individuais e conjuntos de trabalho voltados à priorização de circulação de ambulâncias e viaturas,A036,D032
8.1.4.2,8.1.4,"Estudo para integração entre sistemas de trânsito para priorização de tráfego dos veículos de emergência, com avaliação de boas práticas já utilizadas e diretrizes para aplicação nos demais municípios",A036,D032
8.1.5.1,8.1.5,Elaboração da matriz curricular e estrutura do curso de Capacitação sobre Suporte Básico de Vida (SBV) e público alvo,A033,D029
8.1.5.2,8.1.5,"Realização de programa de capacitação em Suporte Básico de Vida (SBV), direcionado a CFCs, universidades, professores de educação física, profissionais de mobilidade, motociclistas, condutores de transporte coletivo",A033,D029
8.2.1.1,8.2.1,"Formalização de acordos de cooperação entre instituições de suporte pós-hospitalar, assegurando acompanhamento e cuidado integral após a redução do risco do paciente",A033,D030
8.2.1.2,8.2.1,Inclusão de novos membros para ampliação do Grupo de Trabalho de discussão da rede hospitalar,A033,D026
8.2.2.1,8.2.2,Formalização de acordos de cooperação técnica para integração entre os sistemas de informação,A033,D028
8.2.2.2,8.2.2,"Integração entre os sistemas de informação de saúde existentes e o Infosiga, permitindo cruzamento de dados e análise em tempo real de sinistros e desfechos clínicos",A033,D028
8.2.3.1,8.2.3,"Formalização de parcerias com universidades e centros de pesquisa, para apoio técnico, desenvolvimento de conteúdos e avaliação das capacitações",A033,D029
8.2.3.2,8.2.3,"Capacitação continuada, abordando protocolos clínicos integrados que favoreçam a reabilitação das vítimas",A033,D029
8.3.1.1,8.3.1,Elaboração de protocolo estadual voltado ao cuidado integral às vítimas de sinistros e seus familiares,A033,D029
8.3.1.2,8.3.1,"Elaboração do plano de capacitação continuada para profissionais de saúde e assistência social, com foco em atendimento humanizado e comunicação sensível com vítimas e familiares",A033,D029
8.3.1.3,8.3.1,Desenvolvimento de campanhas de sensibilização sobre a importância da reabilitação física e psicológica e do apoio familiar no processo de recuperação,A033,D029
8.4.1.1,8.4.1,"Elaboração de Protocolo Estadual de Atendimento ao Trauma em Rodovias, alinhado às diretrizes do Ministério da Saúde, Rede de Urgência e Emergência (RUE) e Grupo de Resgate (GRAU)",A033,D029
8.4.1.2,8.4.1,"Revisão dos contratos de concessão vigentes para inclusão de novas diretrizes técnicas para atendimento e revisão de cláusulas existentes sobre qualidade, transparência e penalidades em caso de descumprimento",A004,D001
8.4.1.3,8.4.1,Realização de monitoramento e auditoria do parâmetros operacionais de atendimento ao trauma nas rodovias concedidas,A004,D001
8.4.1.4,8.4.1,Elaboração de campanha pública de orientação à população sobre procedimentos em caso de sinistro em rodovias,A004,D001
8.4.2.1,8.4.2,"Elaboração de diagnóstico das condições de atendimento a sinistros em rodovias estaduais sob administração pública direta, incluindo levantamento da cobertura atual de GRAU, SAMU, Bombeiros e serviços municipais de saúde e identificação de trechos críticos com maior tempo de resposta",A009,D011
8.4.2.2,8.4.2,Elaboração de Plano Estadual de Atendimento Integrado em rodovias estaduais sob administração pública direta,A009,D011
8.4.2.3,8.4.2,"Formalização de acordos de cooperação técnica entre Estado e municípios para cobertura compartilhada de rodovias, com definição de responsabilidades de atendimento, protocolos de acionamento e custeio de serviços",A009,D011
8.4.2.4,8.4.2,"Elaboração de manual de operações integradas em rodovias estaduais sob administração pública direta, com a definição de protocolos de atendimento e responsabilidades de cada órgão",A009,D011
8.4.2.5,8.4.2,Monitoramento e avaliação dos atendimentos em rodovias estaduais sob administração pública direta,A009,D011
8.4.2.6,8.4.2,Implantação do Plano Estadual de Atendimento Integrado em rodovias estaduais sob administração pública direta em todo o estado de São Paulo,A009,D011
8.4.3.1,8.4.3,"Formalização de instrumento de cooperação técnica entre órgãos de trânsito municipais e Grupos Regionais de Saúde e de Enfrentamento à Violência, com definição de responsabilidades, fluxos de comunicação e calendário de reuniões integrado ao da Secretaria Estadual de Saúde",A033,D028
